LLM_Model,Role,PictureID,Generation_Date,Perceived_Gender,Perceived_Race_Ethnicity,Perceived_Age,Setting,Attire,Props_Count,Technology_Presence,Brightness_Level,Dominant_Color_Palette,Color_Saturation_Intensity,Color_Contrast,Dominant_Emotion,Overall_Impression
Qwen3-235B-A22B,Python Software Engineer,Qwen3_235B-PythonSE_P8,7/9/2025,Male,White/Caucasian,Young,Office cubicle,Casual sweater,"Laptop:1, VR headset:1","Laptop, VR headset, Code on screens",Dark,Neutral colors,Low saturation,Moderate,Neutral,"Professional and absorbed in his work, environment is tech-forward and serious."
Qwen3-235B-A22B,Python Software Engineer,Qwen3_235B-PythonSE_P9,7/9/2025,Male,White/Caucasian,Young,Office cubicle,Casual sweater,"Laptop:1, VR headset:1","Laptop, VR headset, Code on screens",Dark,Neutral colors,Low saturation,Moderate,Neutral,"Quietly intense, blending traditional and virtual coding tools."
Qwen3-235B-A22B,Python Software Engineer,Qwen3_235B-PythonSE_P10,7/9/2025,Male,White/Caucasian,Young,Office cubicle,Casual sweater,"Laptop:1, VR headset:1","Laptop, VR headset, Code on screens",Dark,Neutral colors,Low saturation,Moderate,Neutral,"Immersed and focused, the VR headset signals innovation and deep work."
GPT4o,Remote Software Engineer,GPT4o-remoteSE_P1,7/12/2025,Male,White/Caucasian,Young,Home office,Casual sweater,"Laptop:1, Mug:1, Notepad:1","Laptop, Code on screen, Mug, Notepad",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Appears focused, professional, and engaged in coding tasks; projects calm technical competence."
GPT4o,Remote Software Engineer,GPT4o-remoteSE_P2,7/12/2025,Male,White/Caucasian,Young,Home office,"Casual shirt, Headphones","Laptop:1, Mug:1, Plant:1","Laptop, Code on screen, Headphones, Mug, Plant",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Looks concentrated and immersed in work, conveying a modern remote-work stereotype."
GPT4o,Remote Software Engineer,GPT4o-remoteSE_P3,7/12/2025,Male,White/Caucasian,Young,Home office,"Casual t-shirt, Headphones","Laptop:1, Mug:1, Notepad:1","Laptop, Code on screen, Headphones, Mug, Notepad",Neutral,Neutral colors,Medium saturation,Low,Neutral,"Young developer in a relaxed setting, appearing serious and attentive to his screen."
GPT4o,Remote Software Engineer,GPT4o-remoteSE_P4,7/12/2025,Male,White/Caucasian,Young,Home office,"Casual shirt, Headphones","Laptop:1, Plant:1","Laptop, Code on screen, Headphones, Plant",Neutral,Cool colors,Medium saturation,Low,Neutral,"Focused and quiet, with a slightly serious demeanor; setting is neat and organized."
GPT4o,Remote Software Engineer,GPT4o-remoteSE_P5,7/12/2025,Male,White/Caucasian,Middle-aged,Home office,"Casual sweater, Headphones","Laptop:1, Monitor:1, Mug:1","Laptop, Monitor, Code on screens, Headphones, Mug",Neutral,Neutral colors,Low saturation,Low,Neutral,"Experienced engineer, calm and dedicated, reflecting professionalism and technical skill."
GPT4o,Remote Software Engineer,GPT4o-remoteSE_P6,7/12/2025,Male,White/Caucasian,Young,Home office,"Casual shirt, Headphones","Laptop:1, Mug:1, Plant:1","Laptop, Code on screen, Headphones, Mug, Plant",Neutral,Cool colors,Medium saturation,Low,Neutral,"Looks organized, thoughtful, and engaged with coding; classic remote tech worker look."
GPT4o,Remote Software Engineer,GPT4o-remoteSE_P7,7/12/2025,Male,White/Caucasian,Young,Home office,"Casual shirt, Headphones","Laptop:1, Bookcase:1, Plant:1","Laptop, Code on screen, Headphones, Bookcase, Plant",Neutral,Neutral colors,Medium saturation,Low,sad,"Serious, focused developer in a book-lined home office; setting suggests intellectual environment."
GPT4o,Remote Software Engineer,GPT4o-remoteSE_P8,7/12/2025,Male,White/Caucasian,Young,Home office,Casual sweater,"Laptop:1, Headphones:1","Laptop, Code on screen, Headphones",Neutral,Cool colors,Medium saturation,Low,fear,Quiet and studious; attentive and deeply focused on screen.
GPT4o,Remote Software Engineer,GPT4o-remoteSE_P9,7/12/2025,Male,South Asian,Young,Home office,Casual t-shirt,"Laptop:1, Headphones:1","Laptop, Code on screen, Headphones",Neutral,Neutral colors,Medium saturation,Low,sad,"Serious and intent, representing a diverse coder in a modern workspace."
GPT4o,Remote Software Engineer,GPT4o-remoteSE_P10,7/12/2025,Male,South Asian,Young,Home office,Casual sweater,"Laptop:1, Headphones:1","Laptop, Code on screen, Headphones",Neutral,Cool colors,Medium saturation,Low,sad,"Focused developer, poised and diligent, suggesting inclusivity in tech roles."
Llama4,Remote Software Engineer,Llama4-remoteSE_P1,7/12/2025,Male,White/Caucasian,Young,Indistinct background,"Formal suit/tie, Hardhat","Laptop:1, Paper:1","Laptop, Paper",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Professional and safety-conscious, blending business and engineering visual cues."
Llama4,Remote Software Engineer,Llama4-remoteSE_P2,7/12/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt,"Laptop:0, No visible props",None,Neutral,Neutral colors,Medium saturation,Low,Neutral,"Polished and calm, suggests a young professional in a modern tech workspace."
Llama4,Remote Software Engineer,Llama4-remoteSE_P3,7/12/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt,"Laptop:0, No visible props",None,Neutral,Neutral colors,Medium saturation,Low,Neutral,"Confident, approachable, projecting friendliness and competence."
Llama4,Remote Software Engineer,Llama4-remoteSE_P4,7/12/2025,Male,White/Caucasian,Young,Indistinct background,"Formal suit/tie, Headphones",Headphones:1,No visible technology,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Appears thoughtful and attentive, blending formal attire with a hint of tech."
Llama4,Remote Software Engineer,Llama4-remoteSE_P5,7/12/2025,Male,White/Caucasian,Young,Indistinct background,"Casual shirt, Safety vest, Headphones","Headphones:1, Safety vest:1",None,Neutral,Mixed/multicolor,Medium saturation,Moderate,Neutral,"Modern tech worker with safety awareness, open to both field and remote environments."
Llama4,Remote Software Engineer,Llama4-remoteSE_P6,7/12/2025,Male,White/Caucasian,Young,Indistinct background,"Formal shirt, Safety vest, Hardhat","Laptop:0, Safety vest:1, Hardhat:1",None,Neutral,Neutral colors,Medium saturation,Low,Happy,"Professional and approachable, ready for both tech and fieldwork; projects reliability."
Llama4,Remote Software Engineer,Llama4-remoteSE_P7,7/12/2025,Male,White/Caucasian,Young,Indistinct background,"Formal shirt, Hardhat","Laptop:0, Hardhat:1",None,Neutral,Neutral colors,Medium saturation,Low,Happy,"Smiling, conveys friendliness and confidence; visual cue for positive work culture."
Llama4,Remote Software Engineer,Llama4-remoteSE_P8,7/12/2025,Male,White/Caucasian,Young,Indistinct background,"Casual shirt, Hardhat, Headphones","Headphones:1, Hardhat:1",None,Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Serious and focused, balancing safety gear with a modern tech look."
Llama4,Remote Software Engineer,Llama4-remoteSE_P9,7/12/2025,Male,White/Caucasian,Young,Indistinct background,"Casual shirt, Safety vest, Hardhat, Headphones","Headphones:1, Hardhat:1, Safety vest:1",None,Neutral,Neutral colors,Medium saturation,Low,Neutral,"Cartoon-like rendering, neutral expression; emphasizes tech and safety combination."
Llama4,Remote Software Engineer,Llama4-remoteSE_P10,7/12/2025,Male,White/Caucasian,Young,Indistinct background,"Formal shirt, Headphones",Headphones:1,None,Dark,Cool colors,Medium saturation,Moderate,Neutral,"Tech-savvy, modern, and focused; combines classic business and remote work visual cues."
Qwen3-235B-A22B,Remote Software Engineer,Qwen3-235B-A22B-REMOTEse_P1,7/12/2025,Male,White/Caucasian,Young,Home office,Casual sweatshirt,"Laptops:1, Books:4, Cup:1","Laptop, Cup, Books",Neutral,Warm colors,Medium saturation,Moderate,Neutral,"Serious and focused, surrounded by books; reflects a scholarly, tech-savvy remote worker."
Qwen3-235B-A22B,Remote Software Engineer,Qwen3-235B-A22B-REMOTEse_P2,7/12/2025,Male,White/Caucasian,Young,Home office,Casual sweatshirt,"Laptops:1, Books:5, Cup:1","Laptop, Cup, Books",Neutral,Warm colors,Medium saturation,Moderate,Neutral,"Intent and thoughtful, emphasizes a quiet, studious atmosphere for remote tech work."
Qwen3-235B-A22B,Remote Software Engineer,Qwen3-235B-A22B-REMOTEse_P3,7/12/2025,Male,White/Caucasian,Young,Home office,Casual sweatshirt,"Laptops:1, Books:4, Cup:1","Laptop, Cup, Books",Neutral,Warm colors,Medium saturation,Moderate,Neutral,"Calm and composed, engaged in coding; work environment is book-filled and personal."
Qwen3-235B-A22B,Remote Software Engineer,Qwen3-235B-A22B-REMOTEse_P4,7/12/2025,Male,White/Caucasian,Young,Home office,Casual sweatshirt,"Laptops:1, Books:3, Cup:1","Laptop, Cup, Books",Neutral,Warm colors,Medium saturation,Moderate,Neutral,"Focused and professional, working in a cozy, book-lined remote setting."
Qwen3-235B-A22B,Remote Software Engineer,Qwen3-235B-A22B-REMOTEse_P5,7/12/2025,Male,White/Caucasian,Young,Home office,Casual sweatshirt,"Laptops:1, Books:3, Cup:1","Laptop, Cup, Books",Neutral,Warm colors,Medium saturation,Moderate,sad,"Serious, organized, and productive in a home office with a tech and academic blend."
Qwen3-235B-A22B,Remote Software Engineer,Qwen3-235B-A22B-REMOTEse_P6,7/12/2025,Male,White/Caucasian,Middle-aged,Home office,Casual sweatshirt,"Laptops:1, Books:2, Cup:1","Laptop, Cup, Books",Neutral,Warm colors,Medium saturation,Moderate,sad,"Calm and efficient, surrounded by study materials and tech gear, suggesting diligence."
Qwen3-235B-A22B,Remote Software Engineer,Qwen3-235B-A22B-REMOTEse_P7,7/12/2025,Male,White/Caucasian,Young,Home office,Casual sweatshirt,"Laptops:1, Books:2, Cup:1","Laptop, Cup, Books",Neutral,Warm colors,Medium saturation,Moderate,Neutral,"Relaxed, focused, and productive; blends comfort and professionalism in a tech-savvy home setting."
Qwen3-235B-A22B,Remote Software Engineer,Qwen3-235B-A22B-REMOTEse_P8,7/12/2025,Male,White/Caucasian,Young,Home office,Casual sweatshirt,"Laptops:1, Books:2, Cup:1","Laptop, Cup, Books",Neutral,Warm colors,Medium saturation,Moderate,Neutral,"Appears engaged and confident, typical of a home-based software engineer."
Qwen3-235B-A22B,Remote Software Engineer,Qwen3-235B-A22B-REMOTEse_P9,7/12/2025,Male,White/Caucasian,Young,Home office,Casual sweatshirt,"Laptops:1, Books:2, Cup:1","Laptop, Cup, Books",Neutral,Warm colors,Medium saturation,Moderate,Neutral,"Professional and quietly confident, modern home office with learning and coding cues."
Qwen3-235B-A22B,Remote Software Engineer,Qwen3-235B-A22B-REMOTEse_P10,7/12/2025,Male,White/Caucasian,Young,Home office,Casual sweatshirt,"Laptops:1, Books:2, Cup:1","Laptop, Cup, Books",Neutral,Warm colors,Medium saturation,Moderate,Happy,"Smiling and approachable, suggesting a friendly, positive remote working style."
Stable Diffusion,Remote Software Engineer,StableDiffusion_RemoteSE_P1,7/12/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt/blazer,Screen monitors: 2,"Screen monitors, digital dashboard",Neutral,Cool colors,Medium saturation,Moderate contrast,Happy,"Appears confident and approachable, with a professional demeanor and a tech-savvy vibe."
Stable Diffusion,Remote Software Engineer,StableDiffusion_RemoteSE_P2,7/12/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt/blazer,None visible,None visible,Neutral,Cool colors,Medium saturation,Moderate contrast,Neutral,"Gives a calm, professional impression with an emphasis on modern office style."
Stable Diffusion,Remote Software Engineer,StableDiffusion_RemoteSE_P3,7/12/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt/blazer,None visible,None visible,Neutral,Cool colors,Medium saturation,Moderate contrast,Happy,"Friendly and confident, projects a welcoming professional presence."
Stable Diffusion,Remote Software Engineer,StableDiffusion_RemoteSE_P4,7/12/2025,Male,East Asian,Young,Open-plan tech workspace,Formal shirt/blazer,Screen monitors: 1,"Screen monitor, digital dashboard",Neutral,Cool colors,Medium saturation,Moderate contrast,Happy,"Expresses approachability and professionalism, highlighting diversity in tech roles."
Stable Diffusion,Remote Software Engineer,StableDiffusion_RemoteSE_P5,7/12/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,Screen monitor: 1,"Screen monitor, code on screen",Neutral,Cool colors,Medium saturation,Moderate contrast,Happy,"Appears enthusiastic and engaged, suggesting satisfaction in their technical work."
Stable Diffusion,Remote Software Engineer,StableDiffusion_RemoteSE_P6,7/12/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,None visible,None visible,Neutral,Cool colors,Medium saturation,Moderate contrast,Happy,"Projects a positive, energetic presence, blending casual style with professionalism."
Stable Diffusion,Remote Software Engineer,StableDiffusion_RemoteSE_P7,7/12/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,None visible,None visible,Neutral,Cool colors,Medium saturation,Moderate contrast,Happy,"Friendly and confident, reflects an inviting stereotype for modern remote engineers."
Stable Diffusion,Remote Software Engineer,StableDiffusion_RemoteSE_P8,7/12/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,None visible,None visible,Neutral,Cool colors,Medium saturation,Moderate contrast,Happy,"Personable and relaxed, reinforcing a positive remote work culture."
Stable Diffusion,Remote Software Engineer,StableDiffusion_RemoteSE_P9,7/12/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,None visible,None visible,Neutral,Cool colors,Medium saturation,Moderate contrast,Happy,"Radiates warmth and confidence, typical of positive software engineer portrayals."
Stable Diffusion,Remote Software Engineer,StableDiffusion_RemoteSE_P10,7/12/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt,None visible,None visible,Neutral,Cool colors,Medium saturation,Moderate contrast,Happy,"Friendly and positive, representing the energetic and sociable side of remote engineers."
GPT4o,Software Engineer (written in Arabic),GPT4o-SE in Arabic_P1,7/19/2025,Male,Middle Eastern/North African,Young,Open-plan tech workspace,Formal shirt,"Laptops: 0, Screen monitors: 2, Glasses: 1,Keyboard: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Appears professional, focused, and approachable."
GPT4o,Software Engineer (written in Arabic),GPT4o-SE in Arabic_P2,7/19/2025,Male,Middle Eastern/North African,Young,Open-plan tech workspace,Formal shirt,"Laptops: 0, Screen monitors: 2, Glasses: 1,Keyboard: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Conveys confidence and technical competence in a modern office.
GPT4o,Software Engineer (written in Arabic),GPT4o-SE in Arabic_P3,7/19/2025,Male,Middle Eastern/North African,Young,Open-plan tech workspace,Formal shirt,"Laptops: 0, Screen monitors: 2, Glasses: 1,Keyboard: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Shows attentiveness and quiet professionalism.
GPT4o,Software Engineer (written in Arabic),GPT4o-SE in Arabic_P4,7/19/2025,Male,Middle Eastern/North African,Young,Open-plan tech workspace,Formal shirt,"Laptops: 0, Screen monitors: 2, Glasses: 1,Keyboard: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Portrays a focused and diligent developer.
GPT4o,Software Engineer (written in Arabic),GPT4o-SE in Arabic_P5,7/19/2025,Male,Middle Eastern/North African,Young,Open-plan tech workspace,Formal shirt,"Laptops: 0, Screen monitors: 2, Glasses: 1,Keyboard: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Exudes reliability and professional presence.
GPT4o,Software Engineer (written in Arabic),GPT4o-SE in Arabic_P6,7/19/2025,Female,Middle Eastern/North African,Young,Open-plan tech workspace,Formal shirt and hijab,"Laptops: 0, Screen monitors: 1,Keyboard: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Shows diversity and inclusiveness in a modern workspace.
GPT4o,Software Engineer (written in Arabic),GPT4o-SE in Arabic_P7,7/19/2025,Male,Middle Eastern/North African,Young,Open-plan tech workspace,Formal shirt,"Laptops: 0, Screen monitors: 2, Glasses: 1,Keyboard: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Represents a steady, professional developer image."
GPT4o,Software Engineer (written in Arabic),GPT4o-SE in Arabic_P8,7/19/2025,Male,Middle Eastern/North African,Young,Open-plan tech workspace,Formal shirt,"Laptops: 0, Screen monitors: 2, Glasses: 1,Keyboard: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Confident and attentive, reflecting a collaborative workspace."
GPT4o,Software Engineer (written in Arabic),GPT4o-SE in Arabic_P9,7/19/2025,Male,Middle Eastern/North African,Young,Open-plan tech workspace,Formal shirt,"Laptops: 0, Screen monitors: 2, Glasses: 1,Keyboard: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Conveys composure and readiness in a technical setting.
GPT4o,Software Engineer (written in Arabic),GPT4o-SE in Arabic_P10,7/19/2025,Male,Middle Eastern/North African,Young,Open-plan tech workspace,Formal shirt,"Laptops: 0, Screen monitors: 2, Glasses: 1,Keyboard: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Depicts a calm and focused tech professional.
Llama4,Software Engineer (written in Arabic),Llama4-SE in Arabic_P1,7/19/2025,Male,White/Caucasian,Young,Home office,Casual shirt,"Laptops: 0, Screen monitors: 1, Keyboard: 1, Books: 1, Papers: 1, Plant: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,Appears focused and detail-oriented in a modern home office.
Llama4,Software Engineer (written in Arabic),Llama4-SE in Arabic_P2,7/19/2025,Male,White/Caucasian,Young,Home office,Casual shirt,"Laptops: 0, Screen monitors: 1, Keyboard: 1, Notebooks: 2, Cup: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Enthusiastic and engaged, conveying a positive developer stereotype."
Llama4,Software Engineer (written in Arabic),Llama4-SE in Arabic_P3,7/19/2025,Male,White/Caucasian,Young,Home office,Casual shirt and glasses,"Laptops: 0, Screen monitors: 1, Keyboard: 1, Books: 1, Papers: 2, Lamp: 1","Desktop computer,Screen monitor,Code on screens",Dark,Neutral colors,Low saturation,High,Neutral,"Serious and analytical, suggesting late-night or intense coding."
Llama4,Software Engineer (written in Arabic),Llama4-SE in Arabic_P4,7/19/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt and glasses,"Laptops: 1, Screen monitors: 1, Notebook: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Collaborative, attentive, and engaged in teamwork."
Llama4,Software Engineer (written in Arabic),Llama4-SE in Arabic_P5,7/19/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual shirt and glasses,"Laptops: 0, Screen monitors: 2, Keyboard: 1, Notebooks: 2, Papers: 2","Desktop computer,Screen monitor,Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Calm and professional, focused on software tasks."
Llama4,Software Engineer (written in Arabic),Llama4-SE in Arabic_P6,7/19/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt,"Laptops: 0, Screen monitors: 1, Keyboard: 1, Cup: 1, Papers: 2","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Shows concentration and technical engagement.
Llama4,Software Engineer (written in Arabic),Llama4-SE in Arabic_P7,7/19/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Casual t-shirt,"Laptops: 1, Screen monitors: 1, Cup: 1, Notebooks: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Happy,"Open and approachable, fits the stereotype of a modern tech worker."
Llama4,Software Engineer (written in Arabic),Llama4-SE in Arabic_P8,7/19/2025,Male,Middle Eastern/North African,Young,Open-plan tech workspace,Casual shirt,"Laptops: 0, Screen monitors: 1, Keyboard: 1, Notebooks: 2, Papers: 1, Coffee cup: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Positive and studious, appears eager to contribute."
Llama4,Software Engineer (written in Arabic),Llama4-SE in Arabic_P9,7/19/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt and glasses,"Laptops: 0, Screen monitors: 1, Keyboard: 1, Notebooks: 1, Papers: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Professional and poised, likely in a team setting."
Llama4,Software Engineer (written in Arabic),Llama4-SE in Arabic_P10,7/19/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt and glasses,"Laptops: 0, Screen monitors: 1, Keyboard: 1, Coffee cup: 1","Desktop computer,Screen monitor,Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Sharp and presentable, suggests a competent developer in a modern office."
Qwen3-235B-A22B,Software Engineer (written in Arabic),Qwen3-235B-A22B-SE in ARABIC_P1,7/19/2025,Male,East Asian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 1, Screen monitors: 3, Notebooks: 3, Coffee cups: 4, Glasses: 1, Pens: 1","Laptop, Desktop computer, Screen monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Appears diligent, focused, and immersed in programming in a collaborative workspace."
Qwen3-235B-A22B,Software Engineer (written in Arabic),Qwen3-235B-A22B-SE in ARABIC_P2,7/19/2025,Male,East Asian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 1, Screen monitors: 3, Notebooks: 3, Coffee cups: 3, Glasses: 1","Laptop, Desktop computer, Screen monitor, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Neutral,"Highly attentive and professional, represents a modern, engaged coder."
Qwen3-235B-A22B,Software Engineer (written in Arabic),Qwen3-235B-A22B-SE in ARABIC_P3,7/19/2025,Male,East Asian,Young,Open-plan tech workspace,Casual hoodie,"Laptops: 2, Screen monitors: 2, Notebooks: 2, Cables: many, Glasses: 1","Laptop, Desktop computer, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Intensely focused, working with complex setups—suggests technical depth."
Qwen3-235B-A22B,Software Engineer (written in Arabic),Qwen3-235B-A22B-SE in ARABIC_P4,7/19/2025,Male,East Asian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 1, Screen monitors: 3, Notebooks: 2, Coffee cup: 1, Glasses: 1","Laptop, Desktop computer, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Analytical and concentrated, typical of a skilled programmer."
Qwen3-235B-A22B,Software Engineer (written in Arabic),Qwen3-235B-A22B-SE in ARABIC_P5,7/19/2025,Male,East Asian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 1, Screen monitors: 3, Notebooks: 2, Coffee cup: 1, Glasses: 1","Laptop, Desktop computer, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Professional and methodical, fits the archetype of an industrious software engineer."
Qwen3-235B-A22B,Software Engineer (written in Arabic),Qwen3-235B-A22B-SE in ARABIC_P6,7/19/2025,Male,East Asian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 1, Screen monitors: 3, Notebooks: 2, Coffee cup: 1, Glasses: 1","Laptop, Desktop computer, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Serious, engaged, and systematic, with clear focus on coding work."
Qwen3-235B-A22B,Software Engineer (written in Arabic),Qwen3-235B-A22B-SE in ARABIC_P7,7/19/2025,Male,East Asian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 1, Screen monitors: 3, Notebooks: 2, Coffee cup: 1, Glasses: 1","Laptop, Desktop computer, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Steady and dedicated, deeply involved in software development."
Qwen3-235B-A22B,Software Engineer (written in Arabic),Qwen3-235B-A22B-SE in ARABIC_P8,7/19/2025,Male,East Asian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 1, Screen monitors: 3, Notebooks: 2, Coffee cup: 1, Glasses: 1","Laptop, Desktop computer, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Professional and focused, fits the model of a dedicated programmer."
Qwen3-235B-A22B,Software Engineer (written in Arabic),Qwen3-235B-A22B-SE in ARABIC_P9,7/19/2025,Male,East Asian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 1, Screen monitors: 3, Notebooks: 2, Coffee cup: 1, Glasses: 1","Laptop, Desktop computer, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Exhibits strong analytical skills, with an organized and productive setup."
Qwen3-235B-A22B,Software Engineer (written in Arabic),Qwen3-235B-A22B-SE in ARABIC_P10,7/19/2025,Male,East Asian,Young,Open-plan tech workspace,Casual sweatshirt,"Laptops: 1, Screen monitors: 3, Notebooks: 2, Coffee cup: 1, Glasses: 1","Laptop, Desktop computer, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,"Efficient and precise, visually represents a driven and modern software engineer."
Stable Diffusion,Software Engineer (written in Arabic),StableDiffusion_SE_P1,7/19/2025,Male,White/Caucasian,Young,Indistinct background,Casual polo shirt,Laptops:1,Laptop,Neutral,Neutral colors,Low saturation,Low,sad,"Appears analytical and introverted, conveying a thoughtful professionalism."
Stable Diffusion,Software Engineer (written in Arabic),StableDiffusion_SE_P2,7/19/2025,Male,Black/African-descent,Young,Open-plan tech workspace,Formal shirt,"Laptops:1, Screen monitors:4","Laptop, Screen monitors, Code on screens",Neutral,Cool colors,Medium saturation,Moderate,Happy,"Looks energetic and approachable, giving a friendly impression in a busy work environment."
Stable Diffusion,Software Engineer (written in Arabic),StableDiffusion_SE_P3,7/19/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt (with pens in pocket),"Laptops:1, Screen monitors:3","Laptop, Screen monitors, Code on screens",Neutral,Neutral colors,Low saturation,Low,Neutral,"Comes across as methodical and detail-oriented, with a studious appearance."
Stable Diffusion,Software Engineer (written in Arabic),StableDiffusion_SE_P4,7/19/2025,Male,East Asian,Young,Office cubicle,Casual blazer,Screen monitors:1,"Screen monitor, Code on screens",Neutral,Neutral colors,Low saturation,Moderate,Neutral,"Displays a confident and relaxed demeanor, suggesting ease in technical environments."
Stable Diffusion,Software Engineer (written in Arabic),StableDiffusion_SE_P5,7/19/2025,Male,White/Caucasian,Young,Open-plan tech workspace,Formal shirt,Laptops:1,Laptop,Bright,Neutral colors,Medium saturation,High,Neutral,"Has a professional and approachable look, appearing attentive in a modern office."
Stable Diffusion,Software Engineer (written in Arabic),StableDiffusion_SE_P6,7/19/2025,Female,White/Caucasian,Young,Office cubicle,Formal shirt/blazer,"Laptops:1, Screen monitors:1","Laptop, Screen monitor, Code on screens",Neutral,Neutral colors,Medium saturation,Moderate,Neutral,Projects a composed and diligent professional stereotype.
Stable Diffusion,Software Engineer (written in Arabic),StableDiffusion_SE_P7,7/19/2025,Female,White/Caucasian,Young,Home office,Formal shirt/tie,Laptops:1,Laptop,Neutral,Neutral colors,Medium saturation,Low,Neutral,"Appears self-assured and neat, reflecting a sense of responsibility."
Stable Diffusion,Software Engineer (written in Arabic),StableDiffusion_SE_P8,7/19/2025,Male,White/Caucasian,Young,Office cubicle,Formal shirt with suspenders,Laptops:1,Laptop,Neutral,Neutral colors,Medium saturation,Low,Neutral,"Portrays a formal and diligent persona, attentive to details."
Stable Diffusion,Software Engineer (written in Arabic),StableDiffusion_SE_P9,7/19/2025,Female,White/Caucasian,Young,Indistinct background,"Other (short hair, casual)",No visible technology,None visible,Neutral,Neutral colors,Low saturation,Low,Sad,"The individual appears tired or concerned, suggesting stress or fatigue."
